Player,Home,Away,Date,Team,Type,Minute
Paulinho,Tottenham Hotspur,Sunderland,2015-01-17,Tottenham Hotspur,Substitution_On,88
Emmanuel Adebayor,Tottenham Hotspur,Sunderland,2015-01-17,Tottenham Hotspur,Substitution_On,61
Andros Townsend,Tottenham Hotspur,Sunderland,2015-01-17,Tottenham Hotspur,Substitution_On,75
Billy Jones,Tottenham Hotspur,Sunderland,2015-01-17,Sunderland,Substitution_Off,90
Billy Jones,Tottenham Hotspur,Sunderland,2015-01-17,Sunderland,Yellow_Card,87
Sebastian Larsson,Tottenham Hotspur,Sunderland,2015-01-17,Sunderland,Goal,31
Jack Rodwell,Tottenham Hotspur,Sunderland,2015-01-17,Sunderland,Yellow_Card,58
Steven Fletcher,Tottenham Hotspur,Sunderland,2015-01-17,Sunderland,Substitution_Off,65
Jermain Defoe,Tottenham Hotspur,Sunderland,2015-01-17,Sunderland,Substitution_Off,75
Connor Wickham,Tottenham Hotspur,Sunderland,2015-01-17,Sunderland,Substitution_On,65
Danny Graham,Tottenham Hotspur,Sunderland,2015-01-17,Sunderland,Substitution_On,75
Will Buckley,Tottenham Hotspur,Sunderland,2015-01-17,Sunderland,Substitution_On,90
Paul Dummett,Newcastle United,Southampton,2015-01-17,Newcastle United,Substitution_Off,80
Vurnon Anita,Newcastle United,Southampton,2015-01-17,Newcastle United,Substitution_Off,68
Yoan Gouffran,Newcastle United,Southampton,2015-01-17,Newcastle United,Goal,29
Yoan Gouffran,Newcastle United,Southampton,2015-01-17,Newcastle United,Substitution_Off,68
Mike Williamson,Newcastle United,Southampton,2015-01-17,Newcastle United,Substitution_On,80
Sammy Ameobi,Newcastle United,Southampton,2015-01-17,Newcastle United,Substitution_On,68
Emmanuel Riviere,Newcastle United,Southampton,2015-01-17,Newcastle United,Substitution_On,68
Steven Davis,Newcastle United,Southampton,2015-01-17,Southampton,Yellow_Card,63
James Ward-Prowse,Newcastle United,Southampton,2015-01-17,Southampton,Substitution_Off,60
Dusan Tadic,Newcastle United,Southampton,2015-01-17,Southampton,Substitution_Off,60
Eljero Elia,Newcastle United,Southampton,2015-01-17,Southampton,Goal,14
Eljero Elia,Newcastle United,Southampton,2015-01-17,Southampton,Goal,62
Eljero Elia,Newcastle United,Southampton,2015-01-17,Southampton,Substitution_Off,82
Shane Long,Newcastle United,Southampton,2015-01-17,Southampton,Yellow_Card,90
Shane Long,Newcastle United,Southampton,2015-01-17,Southampton,Substitution_On,60
Jack Cork,Newcastle United,Southampton,2015-01-17,Southampton,Substitution_On,60
Matt Targett,Newcastle United,Southampton,2015-01-17,Southampton,Substitution_On,82
Mathieu Debuchy,Arsenal,Stoke City,2015-01-11,Arsenal,Substitution_Off,13
Laurent Koscielny,Arsenal,Stoke City,2015-01-11,Arsenal,Goal,6
Alex Oxlade-Chamberlain,Arsenal,Stoke City,2015-01-11,Arsenal,Substitution_Off,68
Alexis Sánchez,Arsenal,Stoke City,2015-01-11,Arsenal,Goal,33
Alexis Sánchez,Arsenal,Stoke City,2015-01-11,Arsenal,Goal,49
Olivier Giroud,Arsenal,Stoke City,2015-01-11,Arsenal,Substitution_Off,73
Mesut Özil,Arsenal,Stoke City,2015-01-11,Arsenal,Substitution_On,73
Theo Walcott,Arsenal,Stoke City,2015-01-11,Arsenal,Substitution_On,68
Hector Bellerin,Arsenal,Stoke City,2015-01-11,Arsenal,Substitution_On,13
Geoff Cameron,Arsenal,Stoke City,2015-01-11,Stoke City,Yellow_Card,61
Philipp Wollscheid,Arsenal,Stoke City,2015-01-11,Stoke City,Yellow_Card,51
Erik Pieters,Arsenal,Stoke City,2015-01-11,Stoke City,Substitution_Off,45
Steven N'Zonzi,Arsenal,Stoke City,2015-01-11,Stoke City,Substitution_Off,45
Bojan,Arsenal,Stoke City,2015-01-11,Stoke City,Substitution_Off,73
Peter Crouch,Arsenal,Stoke City,2015-01-11,Stoke City,Yellow_Card,63
Marc Muniesa,Arsenal,Stoke City,2015-01-11,Stoke City,Substitution_On,45
Stephen Ireland,Arsenal,Stoke City,2015-01-11,Stoke City,Substitution_On,73
Steve Sidwell,Arsenal,Stoke City,2015-01-11,Stoke City,Substitution_On,45
Michael Carrick,Manchester United,Southampton,2015-01-11,Manchester United,Yellow_Card,76
Luke Shaw,Manchester United,Southampton,2015-01-11,Manchester United,Substitution_Off,64
Robin van Persie,Manchester United,Southampton,2015-01-11,Manchester United,Substitution_Off,61
Robin van Persie,Manchester United,Southampton,2015-01-11,Manchester United,Yellow_Card,58
Ángel di María,Manchester United,Southampton,2015-01-11,Manchester United,Substitution_Off,72
Ander Herrera,Manchester United,Southampton,2015-01-11,Manchester United,Substitution_On,61
Marouane Fellaini,Manchester United,Southampton,2015-01-11,Manchester United,Substitution_On,72
Tyler Blackett,Manchester United,Southampton,2015-01-11,Manchester United,Substitution_On,64
Toby Alderweireld,Manchester United,Southampton,2015-01-11,Southampton,Substitution_Off,21
Ryan Bertrand,Manchester United,Southampton,2015-01-11,Southampton,Yellow_Card,35
Steven Davis,Manchester United,Southampton,2015-01-11,Southampton,Substitution_Off,80
Graziano Pellè,Manchester United,Southampton,2015-01-11,Southampton,Yellow_Card,75
Eljero Elia,Manchester United,Southampton,2015-01-11,Southampton,Substitution_Off,63
Florin Gardos,Manchester United,Southampton,2015-01-11,Southampton,Substitution_On,21
Dusan Tadic,Manchester United,Southampton,2015-01-11,Southampton,Goal,69
Dusan Tadic,Manchester United,Southampton,2015-01-11,Southampton,Yellow_Card,70
Dusan Tadic,Manchester United,Southampton,2015-01-11,Southampton,Substitution_On,63
Harrison Reed,Manchester United,Southampton,2015-01-11,Southampton,Substitution_On,80
Santiago Vergini,Sunderland,Liverpool,2015-01-10,Sunderland,Yellow_Card,28
Liam Bridcutt,Sunderland,Liverpool,2015-01-10,Sunderland,Yellow_Card,35
Liam Bridcutt,Sunderland,Liverpool,2015-01-10,Sunderland,Red_Card,49
Adam Johnson,Sunderland,Liverpool,2015-01-10,Sunderland,Substitution_Off,86
Emanuele Giaccherini,Sunderland,Liverpool,2015-01-10,Sunderland,Substitution_Off,77
Connor Wickham,Sunderland,Liverpool,2015-01-10,Sunderland,Substitution_Off,77
Danny Graham,Sunderland,Liverpool,2015-01-10,Sunderland,Substitution_On,77
Will Buckley,Sunderland,Liverpool,2015-01-10,Sunderland,Substitution_On,77
Mikael Mandron,Sunderland,Liverpool,2015-01-10,Sunderland,Substitution_On,86
Lazar Markovic,Sunderland,Liverpool,2015-01-10,Liverpool,Goal,8
Jordan Henderson,Sunderland,Liverpool,2015-01-10,Liverpool,Yellow_Card,54
Steven Gerrard,Sunderland,Liverpool,2015-01-10,Liverpool,Substitution_Off,45
Fabio Borini,Sunderland,Liverpool,2015-01-10,Liverpool,Substitution_Off,67
Fabio Borini,Sunderland,Liverpool,2015-01-10,Liverpool,Yellow_Card,17
Philippe Coutinho,Sunderland,Liverpool,2015-01-10,Liverpool,Yellow_Card,36
Dejan Lovren,Sunderland,Liverpool,2015-01-10,Liverpool,Yellow_Card,55
Dejan Lovren,Sunderland,Liverpool,2015-01-10,Liverpool,Substitution_On,45
Mario Balotelli,Sunderland,Liverpool,2015-01-10,Liverpool,Substitution_On,67
Dean Marney,Burnley,Queens Park Rangers,2015-01-10,Burnley,Yellow_Card,45
Scott Arfield,Burnley,Queens Park Rangers,2015-01-10,Burnley,Goal,12
Ashley Barnes,Burnley,Queens Park Rangers,2015-01-10,Burnley,Substitution_Off,73
Ashley Barnes,Burnley,Queens Park Rangers,2015-01-10,Burnley,Yellow_Card,53
Danny Ings,Burnley,Queens Park Rangers,2015-01-10,Burnley,Goal,37
Sam Vokes,Burnley,Queens Park Rangers,2015-01-10,Burnley,Substitution_On,73
Clint Hill,Burnley,Queens Park Rangers,2015-01-10,Queens Park Rangers,Substitution_Off,75
Eduardo Vargas,Burnley,Queens Park Rangers,2015-01-10,Queens Park Rangers,Substitution_Off,76
Karl Henry,Burnley,Queens Park Rangers,2015-01-10,Queens Park Rangers,Substitution_Off,69
Joey Barton,Burnley,Queens Park Rangers,2015-01-10,Queens Park Rangers,Yellow_Card,45
Charlie Austin,Burnley,Queens Park Rangers,2015-01-10,Queens Park Rangers,Goal,33
Armand Traore,Burnley,Queens Park Rangers,2015-01-10,Queens Park Rangers,Yellow_Card,76
Armand Traore,Burnley,Queens Park Rangers,2015-01-10,Queens Park Rangers,Substitution_On,75
Bobby Zamora,Burnley,Queens Park Rangers,2015-01-10,Queens Park Rangers,Substitution_On,69
Mauro Zárate,Burnley,Queens Park Rangers,2015-01-10,Queens Park Rangers,Substitution_On,76
César Azpilicueta,Chelsea,Newcastle United,2015-01-10,Chelsea,Substitution_Off,37
Nemanja Matic,Chelsea,Newcastle United,2015-01-10,Chelsea,Yellow_Card,71
Oscar,Chelsea,Newcastle United,2015-01-10,Chelsea,Goal,43
Oscar,Chelsea,Newcastle United,2015-01-10,Chelsea,Substitution_Off,79
Oscar,Chelsea,Newcastle United,2015-01-10,Chelsea,Yellow_Card,76
Diego Costa,Chelsea,Newcastle United,2015-01-10,Chelsea,Goal,59
Diego Costa,Chelsea,Newcastle United,2015-01-10,Chelsea,Substitution_Off,84
Filipe Luis,Chelsea,Newcastle United,2015-01-10,Chelsea,Substitution_On,37
Ramires,Chelsea,Newcastle United,2015-01-10,Chelsea,Substitution_On,79
Loïc Remy,Chelsea,Newcastle United,2015-01-10,Chelsea,Substitution_On,84
Mike Williamson,Chelsea,Newcastle United,2015-01-10,Newcastle United,Yellow_Card,45
Paul Dummett,Chelsea,Newcastle United,2015-01-10,Newcastle United,Yellow_Card,65
Jack Colback,Chelsea,Newcastle United,2015-01-10,Newcastle United,Yellow_Card,58
Moussa Sissoko,Chelsea,Newcastle United,2015-01-10,Newcastle United,Substitution_Off,84
Yoan Gouffran,Chelsea,Newcastle United,2015-01-10,Newcastle United,Substitution_Off,63
Sammy Ameobi,Chelsea,Newcastle United,2015-01-10,Newcastle United,Substitution_On,63
Emmanuel Riviere,Chelsea,Newcastle United,2015-01-10,Newcastle United,Substitution_On,84
John Stones,Everton,Manchester City,2015-01-10,Everton,Yellow_Card,63
Aiden McGeady,Everton,Manchester City,2015-01-10,Everton,Substitution_Off,77
Steven Naismith,Everton,Manchester City,2015-01-10,Everton,Goal,78
Kevin Mirallas,Everton,Manchester City,2015-01-10,Everton,Substitution_On,77
Eliaquim Mangala,Everton,Manchester City,2015-01-10,Manchester City,Yellow_Card,50
Fernandinho,Everton,Manchester City,2015-01-10,Manchester City,Goal,74
Fernandinho,Everton,Manchester City,2015-01-10,Manchester City,Substitution_Off,82
Fernandinho,Everton,Manchester City,2015-01-10,Manchester City,Yellow_Card,69
Samir Nasri,Everton,Manchester City,2015-01-10,Manchester City,Substitution_Off,90
Stevan Jovetic,Everton,Manchester City,2015-01-10,Manchester City,Substitution_Off,67
Aleksandar Kolarov,Everton,Manchester City,2015-01-10,Manchester City,Substitution_On,90
Sergio Agüero,Everton,Manchester City,2015-01-10,Manchester City,Substitution_On,67
Frank Lampard,Everton,Manchester City,2015-01-10,Manchester City,Substitution_On,82
Paul Konchesky,Leicester City,Aston Villa,2015-01-10,Leicester City,Goal,45
Marc Albrighton,Leicester City,Aston Villa,2015-01-10,Leicester City,Substitution_Off,72
Dean Hammond,Leicester City,Aston Villa,2015-01-10,Leicester City,Substitution_Off,75
Dean Hammond,Leicester City,Aston Villa,2015-01-10,Leicester City,Yellow_Card,56
Matthew James,Leicester City,Aston Villa,2015-01-10,Leicester City,Red_Card,90
Leonardo Ulloa,Leicester City,Aston Villa,2015-01-10,Leicester City,Substitution_Off,72
Jamie Vardy,Leicester City,Aston Villa,2015-01-10,Leicester City,Substitution_On,72
Andy King,Leicester City,Aston Villa,2015-01-10,Leicester City,Substitution_On,75
Tom Lawrence,Leicester City,Aston Villa,2015-01-10,Leicester City,Substitution_On,72
Jores Okore,Leicester City,Aston Villa,2015-01-10,Aston Villa,Yellow_Card,35
Ciaran Clark,Leicester City,Aston Villa,2015-01-10,Aston Villa,Yellow_Card,63
Ciaran Clark,Leicester City,Aston Villa,2015-01-10,Aston Villa,Red_Card,90
Aly Cissokho,Leicester City,Aston Villa,2015-01-10,Aston Villa,Substitution_Off,89
Carlos Sánchez,Leicester City,Aston Villa,2015-01-10,Aston Villa,Substitution_Off,76
Joe Cole,Leicester City,Aston Villa,2015-01-10,Aston Villa,Substitution_Off,72
Andreas Weimann,Leicester City,Aston Villa,2015-01-10,Aston Villa,Substitution_On,72
Kieran  Richardson,Leicester City,Aston Villa,2015-01-10,Aston Villa,Substitution_On,76
Charles N'Zogbia,Leicester City,Aston Villa,2015-01-10,Aston Villa,Substitution_On,89
Nathan Dyer,Swansea City,West Ham United,2015-01-10,Swansea City,Substitution_Off,62
Gylfi Sigurdsson,Swansea City,West Ham United,2015-01-10,Swansea City,Substitution_Off,75
Wayne Routledge,Swansea City,West Ham United,2015-01-10,Swansea City,Substitution_Off,62
Nélson Oliveira,Swansea City,West Ham United,2015-01-10,Swansea City,Substitution_On,75
Marvin Emnes,Swansea City,West Ham United,2015-01-10,Swansea City,Substitution_On,62
Modou Barrow,Swansea City,West Ham United,2015-01-10,Swansea City,Substitution_On,62
Mark Noble,Swansea City,West Ham United,2015-01-10,West Ham United,Own_Goal,74
Kevin Nolan,Swansea City,West Ham United,2015-01-10,West Ham United,Substitution_Off,82
Enner Valencia,Swansea City,West Ham United,2015-01-10,West Ham United,Substitution_Off,71
Andy Carroll,Swansea City,West Ham United,2015-01-10,West Ham United,Goal,43
Morgan Amalfitano,Swansea City,West Ham United,2015-01-10,West Ham United,Substitution_On,71
Diego Poyet,Swansea City,West Ham United,2015-01-10,West Ham United,Yellow_Card,90
Diego Poyet,Swansea City,West Ham United,2015-01-10,West Ham United,Substitution_On,82
Claudio Yacob,West Bromwich Albion,Hull City,2015-01-10,West Bromwich Albion,Yellow_Card,35
Stéphane Sessegnon,West Bromwich Albion,Hull City,2015-01-10,West Bromwich Albion,Substitution_Off,76
Saido Berahino,West Bromwich Albion,Hull City,2015-01-10,West Bromwich Albion,Goal,78
Brown Ideye,West Bromwich Albion,Hull City,2015-01-10,West Bromwich Albion,Substitution_Off,73
Craig Gardner,West Bromwich Albion,Hull City,2015-01-10,West Bromwich Albion,Substitution_On,76
Victor Anichebe,West Bromwich Albion,Hull City,2015-01-10,West Bromwich Albion,Substitution_On,73
Stephen Quinn,West Bromwich Albion,Hull City,2015-01-10,Hull City,Substitution_Off,78
Abel Hernandez,West Bromwich Albion,Hull City,2015-01-10,Hull City,Substitution_Off,39
Nikica Jelavic,West Bromwich Albion,Hull City,2015-01-10,Hull City,Substitution_Off,33
Tom Huddlestone,West Bromwich Albion,Hull City,2015-01-10,Hull City,Substitution_On,78
Robbie Brady,West Bromwich Albion,Hull City,2015-01-10,Hull City,Substitution_On,33
Tom Ince,West Bromwich Albion,Hull City,2015-01-10,Hull City,Substitution_On,39
Scott Dann,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Yellow_Card,45
Jason Puncheon,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Goal,80
Jason Puncheon,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Yellow_Card,77
Barry Bannan,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Substitution_Off,45
Barry Bannan,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Yellow_Card,37
Dwight Gayle,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Goal,69
Dwight Gayle,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Substitution_Off,87
Glenn Murray,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Substitution_Off,74
Adlene Guedioura,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Yellow_Card,90
Adlene Guedioura,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Substitution_On,45
Fraizer Campbell,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Yellow_Card,90
Fraizer Campbell,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Substitution_On,87
Wilfried Zaha,Crystal Palace,Tottenham Hotspur,2015-01-10,Crystal Palace,Substitution_On,74
Federico Fazio,Crystal Palace,Tottenham Hotspur,2015-01-10,Tottenham Hotspur,Yellow_Card,90
Benjamin Stambouli,Crystal Palace,Tottenham Hotspur,2015-01-10,Tottenham Hotspur,Substitution_Off,75
Benjamin Stambouli,Crystal Palace,Tottenham Hotspur,2015-01-10,Tottenham Hotspur,Yellow_Card,55
Andros Townsend,Crystal Palace,Tottenham Hotspur,2015-01-10,Tottenham Hotspur,Substitution_Off,69
Andros Townsend,Crystal Palace,Tottenham Hotspur,2015-01-10,Tottenham Hotspur,Yellow_Card,25
Harry Kane,Crystal Palace,Tottenham Hotspur,2015-01-10,Tottenham Hotspur,Goal,49
Roberto Soldado,Crystal Palace,Tottenham Hotspur,2015-01-10,Tottenham Hotspur,Substitution_On,75
Etienne Capoue,Crystal Palace,Tottenham Hotspur,2015-01-10,Tottenham Hotspur,Substitution_On,69
Ryan Shawcross,Stoke City,Manchester United,2015-01-01,Stoke City,Goal,2
Marko Arnautovic,Stoke City,Manchester United,2015-01-01,Stoke City,Substitution_Off,81
Oussama Assaidi,Stoke City,Manchester United,2015-01-01,Stoke City,Substitution_On,81
Ashley Young,Stoke City,Manchester United,2015-01-01,Manchester United,Substitution_Off,75
Luke Shaw,Stoke City,Manchester United,2015-01-01,Manchester United,Substitution_Off,64
Falcao,Stoke City,Manchester United,2015-01-01,Manchester United,Goal,26
Falcao,Stoke City,Manchester United,2015-01-01,Manchester United,Substitution_Off,64
Rafael,Stoke City,Manchester United,2015-01-01,Manchester United,Substitution_On,75
Adnan Januzaj,Stoke City,Manchester United,2015-01-01,Manchester United,Substitution_On,64
Ander Herrera,Stoke City,Manchester United,2015-01-01,Manchester United,Substitution_On,64
Ron Vlaar,Aston Villa,Crystal Palace,2015-01-01,Aston Villa,Substitution_Off,15
Tom Cleverley,Aston Villa,Crystal Palace,2015-01-01,Aston Villa,Substitution_Off,64
Andreas Weimann,Aston Villa,Crystal Palace,2015-01-01,Aston Villa,Substitution_Off,83
Ciaran Clark,Aston Villa,Crystal Palace,2015-01-01,Aston Villa,Yellow_Card,78
Ciaran Clark,Aston Villa,Crystal Palace,2015-01-01,Aston Villa,Substitution_On,15
Joe Cole,Aston Villa,Crystal Palace,2015-01-01,Aston Villa,Substitution_On,83
Jack Grealish,Aston Villa,Crystal Palace,2015-01-01,Aston Villa,Substitution_On,64
Damien Delaney,Aston Villa,Crystal Palace,2015-01-01,Crystal Palace,Yellow_Card,86
James McArthur,Aston Villa,Crystal Palace,2015-01-01,Crystal Palace,Substitution_Off,90
Wilfried Zaha,Aston Villa,Crystal Palace,2015-01-01,Crystal Palace,Substitution_Off,62
Dwight Gayle,Aston Villa,Crystal Palace,2015-01-01,Crystal Palace,Substitution_On,62
Barry Bannan,Aston Villa,Crystal Palace,2015-01-01,Crystal Palace,Substitution_On,90
Andrew Robertson,Hull City,Everton,2015-01-01,Hull City,Substitution_Off,23
Ahmed Elmohamady,Hull City,Everton,2015-01-01,Hull City,Goal,33
David Meyler,Hull City,Everton,2015-01-01,Hull City,Yellow_Card,20
Jake Livermore,Hull City,Everton,2015-01-01,Hull City,Yellow_Card,39
Gaston Ramirez,Hull City,Everton,2015-01-01,Hull City,Substitution_Off,45
Nikica Jelavic,Hull City,Everton,2015-01-01,Hull City,Goal,43
Liam Rosenior,Hull City,Everton,2015-01-01,Hull City,Substitution_Off,56
Liam Rosenior,Hull City,Everton,2015-01-01,Hull City,Substitution_On,23
Robbie Brady,Hull City,Everton,2015-01-01,Hull City,Substitution_On,45
Harry Maguire,Hull City,Everton,2015-01-01,Hull City,Yellow_Card,89
Harry Maguire,Hull City,Everton,2015-01-01,Hull City,Substitution_On,56
Antolin Alcaraz,Hull City,Everton,2015-01-01,Everton,Yellow_Card,67
Antolin Alcaraz,Hull City,Everton,2015-01-01,Everton,Red_Card,86
Gareth Barry,Hull City,Everton,2015-01-01,Everton,Yellow_Card,65
Muhamed Besic,Hull City,Everton,2015-01-01,Everton,Substitution_Off,45
Muhamed Besic,Hull City,Everton,2015-01-01,Everton,Yellow_Card,11
Arouna Kone,Hull City,Everton,2015-01-01,Everton,Yellow_Card,45
Kevin Mirallas,Hull City,Everton,2015-01-01,Everton,Substitution_Off,45
Bryan Oviedo,Hull City,Everton,2015-01-01,Everton,Substitution_On,45
Romelu Lukaku,Hull City,Everton,2015-01-01,Everton,Substitution_On,45
Steven Gerrard,Liverpool,Leicester City,2015-01-01,Liverpool,Goal,17
Steven Gerrard,Liverpool,Leicester City,2015-01-01,Liverpool,Goal,40
Steven Gerrard,Liverpool,Leicester City,2015-01-01,Liverpool,Yellow_Card,90
Lucas Leiva,Liverpool,Leicester City,2015-01-01,Liverpool,Substitution_Off,72
Lucas Leiva,Liverpool,Leicester City,2015-01-01,Liverpool,Yellow_Card,21
Alberto Moreno,Liverpool,Leicester City,2015-01-01,Liverpool,Substitution_Off,85
Adam Lallana,Liverpool,Leicester City,2015-01-01,Liverpool,Substitution_Off,55
Rickie Lambert,Liverpool,Leicester City,2015-01-01,Liverpool,Substitution_On,85
Fabio Borini,Liverpool,Leicester City,2015-01-01,Liverpool,Substitution_On,55
Lazar Markovic,Liverpool,Leicester City,2015-01-01,Liverpool,Substitution_On,72
Marcin Wasilewski,Liverpool,Leicester City,2015-01-01,Leicester City,Yellow_Card,36
Matthew James,Liverpool,Leicester City,2015-01-01,Leicester City,Yellow_Card,89
Danny Drinkwater,Liverpool,Leicester City,2015-01-01,Leicester City,Substitution_Off,37
Dean Hammond,Liverpool,Leicester City,2015-01-01,Leicester City,Substitution_Off,67
Jeffrey Schlupp,Liverpool,Leicester City,2015-01-01,Leicester City,Goal,60
Jamie Vardy,Liverpool,Leicester City,2015-01-01,Leicester City,Substitution_Off,75
Esteban Cambiasso,Liverpool,Leicester City,2015-01-01,Leicester City,Substitution_On,67
Leonardo Ulloa,Liverpool,Leicester City,2015-01-01,Leicester City,Substitution_On,75
David Nugent,Liverpool,Leicester City,2015-01-01,Leicester City,Goal,58
David Nugent,Liverpool,Leicester City,2015-01-01,Leicester City,Substitution_On,37
Pablo Zabaleta,Manchester City,Sunderland,2015-01-01,Manchester City,Yellow_Card,71
Yaya Touré,Manchester City,Sunderland,2015-01-01,Manchester City,Goal,57
David Silva,Manchester City,Sunderland,2015-01-01,Manchester City,Substitution_Off,90
Samir Nasri,Manchester City,Sunderland,2015-01-01,Manchester City,Substitution_Off,85
Samir Nasri,Manchester City,Sunderland,2015-01-01,Manchester City,Yellow_Card,51
Stevan Jovetic,Manchester City,Sunderland,2015-01-01,Manchester City,Goal,66
Stevan Jovetic,Manchester City,Sunderland,2015-01-01,Manchester City,Substitution_Off,70
James Milner,Manchester City,Sunderland,2015-01-01,Manchester City,Substitution_On,90
Aleksandar Kolarov,Manchester City,Sunderland,2015-01-01,Manchester City,Substitution_On,85
Frank Lampard,Manchester City,Sunderland,2015-01-01,Manchester City,Goal,73
Frank Lampard,Manchester City,Sunderland,2015-01-01,Manchester City,Substitution_On,70
Santiago Vergini,Manchester City,Sunderland,2015-01-01,Sunderland,Substitution_Off,78
Wes Brown,Manchester City,Sunderland,2015-01-01,Sunderland,Yellow_Card,88
Billy Jones,Manchester City,Sunderland,2015-01-01,Sunderland,Yellow_Card,17
Jack Rodwell,Manchester City,Sunderland,2015-01-01,Sunderland,Goal,68
Will Buckley,Manchester City,Sunderland,2015-01-01,Sunderland,Substitution_Off,65
Sebastian Larsson,Manchester City,Sunderland,2015-01-01,Sunderland,Yellow_Card,34
Jordi Gomez,Manchester City,Sunderland,2015-01-01,Sunderland,Substitution_Off,58
Adam Johnson,Manchester City,Sunderland,2015-01-01,Sunderland,Goal,71
Ricky Álvarez,Manchester City,Sunderland,2015-01-01,Sunderland,Substitution_On,65
Sebastián Coates,Manchester City,Sunderland,2015-01-01,Sunderland,Substitution_On,78
Emanuele Giaccherini,Manchester City,Sunderland,2015-01-01,Sunderland,Substitution_On,58
Daryl Janmaat,Newcastle United,Burnley,2015-01-01,Newcastle United,Yellow_Card,68
Steven Taylor,Newcastle United,Burnley,2015-01-01,Newcastle United,Goal,15
Steven Taylor,Newcastle United,Burnley,2015-01-01,Newcastle United,Substitution_Off,60
Paul Dummett,Newcastle United,Burnley,2015-01-01,Newcastle United,Own_Goal,19
Jack Colback,Newcastle United,Burnley,2015-01-01,Newcastle United,Goal,26
Moussa Sissoko,Newcastle United,Burnley,2015-01-01,Newcastle United,Goal,78
Yoan Gouffran,Newcastle United,Burnley,2015-01-01,Newcastle United,Substitution_Off,71
Emmanuel Riviere,Newcastle United,Burnley,2015-01-01,Newcastle United,Substitution_Off,57
Mike Williamson,Newcastle United,Burnley,2015-01-01,Newcastle United,Yellow_Card,89
Mike Williamson,Newcastle United,Burnley,2015-01-01,Newcastle United,Substitution_On,60
Massadio Haidara,Newcastle United,Burnley,2015-01-01,Newcastle United,Substitution_On,71
Adam Armstrong,Newcastle United,Burnley,2015-01-01,Newcastle United,Substitution_On,57
Kieran Trippier,Newcastle United,Burnley,2015-01-01,Burnley,Yellow_Card,84
Jason Shackell,Newcastle United,Burnley,2015-01-01,Burnley,Substitution_Off,17
Ben Mee,Newcastle United,Burnley,2015-01-01,Burnley,Yellow_Card,84
George Boyd,Newcastle United,Burnley,2015-01-01,Burnley,Goal,86
George Boyd,Newcastle United,Burnley,2015-01-01,Burnley,Yellow_Card,90
Dean Marney,Newcastle United,Burnley,2015-01-01,Burnley,Substitution_Off,32
Danny Ings,Newcastle United,Burnley,2015-01-01,Burnley,Goal,66
Danny Ings,Newcastle United,Burnley,2015-01-01,Burnley,Yellow_Card,64
Michael Kightly,Newcastle United,Burnley,2015-01-01,Burnley,Substitution_On,32
Steven Reid,Newcastle United,Burnley,2015-01-01,Burnley,Substitution_On,37
Kevin Long,Newcastle United,Burnley,2015-01-01,Burnley,Substitution_Off,37
Kevin Long,Newcastle United,Burnley,2015-01-01,Burnley,Substitution_On,17
Mauricio Isla,Queens Park Rangers,Swansea City,2015-01-01,Queens Park Rangers,Yellow_Card,58
Richard Dunne,Queens Park Rangers,Swansea City,2015-01-01,Queens Park Rangers,Yellow_Card,62
Karl Henry,Queens Park Rangers,Swansea City,2015-01-01,Queens Park Rangers,Yellow_Card,86
Joey Barton,Queens Park Rangers,Swansea City,2015-01-01,Queens Park Rangers,Yellow_Card,74
Leroy Fer,Queens Park Rangers,Swansea City,2015-01-01,Queens Park Rangers,Goal,20
Bobby Zamora,Queens Park Rangers,Swansea City,2015-01-01,Queens Park Rangers,Substitution_Off,83
Junior Hoilett,Queens Park Rangers,Swansea City,2015-01-01,Queens Park Rangers,Substitution_On,83
Nathan Dyer,Queens Park Rangers,Swansea City,2015-01-01,Swansea City,Substitution_Off,60
Gylfi Sigurdsson,Queens Park Rangers,Swansea City,2015-01-01,Swansea City,Substitution_Off,71
Wayne Routledge,Queens Park Rangers,Swansea City,2015-01-01,Swansea City,Red_Card,86
Wilfried Bony,Queens Park Rangers,Swansea City,2015-01-01,Swansea City,Goal,90
Wilfried Bony,Queens Park Rangers,Swansea City,2015-01-01,Swansea City,Substitution_On,71
Marvin Emnes,Queens Park Rangers,Swansea City,2015-01-01,Swansea City,Substitution_On,60
Florin Gardos,Southampton,Arsenal,2015-01-01,Southampton,Substitution_Off,71
Florin Gardos,Southampton,Arsenal,2015-01-01,Southampton,Yellow_Card,67
Victor Wanyama,Southampton,Arsenal,2015-01-01,Southampton,Yellow_Card,23
Sadio Mané,Southampton,Arsenal,2015-01-01,Southampton,Goal,34
