Player,Home,Away,Date,Team,Type,Minute
Tom Huddlestone,Tottenham Hotspur,Hull City,2015-05-16,Hull City,Substitution_Off,71
Nikica Jelavic,Tottenham Hotspur,Hull City,2015-05-16,Hull City,Substitution_Off,62
Abel Hernandez,Tottenham Hotspur,Hull City,2015-05-16,Hull City,Substitution_On,62
Andrew Robertson,Tottenham Hotspur,Hull City,2015-05-16,Hull City,Substitution_On,71
James Collins,West Ham United,Everton,2015-05-16,West Ham United,Substitution_Off,14
Winston Reid,West Ham United,Everton,2015-05-16,West Ham United,Yellow_Card,26
Stewart Downing,West Ham United,Everton,2015-05-16,West Ham United,Goal,62
Carlton Cole,West Ham United,Everton,2015-05-16,West Ham United,Substitution_Off,70
Nene,West Ham United,Everton,2015-05-16,West Ham United,Substitution_On,70
Reece Burke,West Ham United,Everton,2015-05-16,West Ham United,Substitution_On,14
Seamus Coleman,West Ham United,Everton,2015-05-16,Everton,Yellow_Card,33
Brendan Galloway,West Ham United,Everton,2015-05-16,Everton,Yellow_Card,90
Gareth Barry,West Ham United,Everton,2015-05-16,Everton,Yellow_Card,45
James McCarthy,West Ham United,Everton,2015-05-16,Everton,Yellow_Card,74
Aaron Lennon,West Ham United,Everton,2015-05-16,Everton,Substitution_Off,78
Ross Barkley,West Ham United,Everton,2015-05-16,Everton,Substitution_Off,70
Leon Osman,West Ham United,Everton,2015-05-16,Everton,Goal,68
Romelu Lukaku,West Ham United,Everton,2015-05-16,Everton,Goal,90
Aiden McGeady,West Ham United,Everton,2015-05-16,Everton,Substitution_On,78
Kevin Mirallas,West Ham United,Everton,2015-05-16,Everton,Substitution_On,70
Emre Can,Liverpool,Crystal Palace,2015-05-16,Liverpool,Yellow_Card,42
Jordon Ibe,Liverpool,Crystal Palace,2015-05-16,Liverpool,Substitution_Off,65
Alberto Moreno,Liverpool,Crystal Palace,2015-05-16,Liverpool,Substitution_Off,87
Philippe Coutinho,Liverpool,Crystal Palace,2015-05-16,Liverpool,Yellow_Card,87
Adam Lallana,Liverpool,Crystal Palace,2015-05-16,Liverpool,Goal,26
Adam Lallana,Liverpool,Crystal Palace,2015-05-16,Liverpool,Substitution_Off,65
Rickie Lambert,Liverpool,Crystal Palace,2015-05-16,Liverpool,Substitution_On,65
Lucas Leiva,Liverpool,Crystal Palace,2015-05-16,Liverpool,Substitution_On,65
Jerome Sinclair,Liverpool,Crystal Palace,2015-05-16,Liverpool,Substitution_On,87
Joel Ward,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Yellow_Card,79
Jason Puncheon,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Goal,43
James McArthur,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Yellow_Card,83
Chung-Yong Lee,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Substitution_Off,59
Marouane Chamakh,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Substitution_Off,76
Yannick Bolasie,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Substitution_Off,83
Wilfried Zaha,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Goal,60
Wilfried Zaha,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Substitution_On,59
Glenn Murray,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Goal,90
Glenn Murray,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Missed_Penalty,90
Glenn Murray,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Substitution_On,83
Jordon Mutch,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Yellow_Card,84
Jordon Mutch,Liverpool,Crystal Palace,2015-05-16,Crystal Palace,Substitution_On,76
Francis Coquelin,Arsenal,Swansea City,2015-05-11,Arsenal,Substitution_Off,67
Olivier Giroud,Arsenal,Swansea City,2015-05-11,Arsenal,Substitution_Off,69
Jack Wilshere,Arsenal,Swansea City,2015-05-11,Arsenal,Substitution_On,67
Theo Walcott,Arsenal,Swansea City,2015-05-11,Arsenal,Substitution_On,69
Angel Rangel,Arsenal,Swansea City,2015-05-11,Swansea City,Substitution_Off,60
Sung-Yueng Ki,Arsenal,Swansea City,2015-05-11,Swansea City,Substitution_Off,74
Jonjo Shelvey,Arsenal,Swansea City,2015-05-11,Swansea City,Yellow_Card,38
Nathan Dyer,Arsenal,Swansea City,2015-05-11,Swansea City,Substitution_Off,79
Bafétimbi Gomis,Arsenal,Swansea City,2015-05-11,Swansea City,Goal,85
Bafétimbi Gomis,Arsenal,Swansea City,2015-05-11,Swansea City,Substitution_On,74
Modou Barrow,Arsenal,Swansea City,2015-05-11,Swansea City,Substitution_On,79
Jazz Richards,Arsenal,Swansea City,2015-05-11,Swansea City,Substitution_On,60
Aleksandar Kolarov,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Goal,32
Fernandinho,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Substitution_Off,75
James Milner,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Goal,70
James Milner,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Substitution_Off,82
Frank Lampard,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Substitution_Off,63
David Silva,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Goal,87
Sergio Agüero,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Goal,4
Sergio Agüero,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Goal,50
Sergio Agüero,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Goal,65
Wilfried Bony,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Substitution_On,63
Jesus Navas,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Substitution_On,82
Yaya Touré,Manchester City,Queens Park Rangers,2015-05-10,Manchester City,Substitution_On,75
Joey Barton,Manchester City,Queens Park Rangers,2015-05-10,Queens Park Rangers,Yellow_Card,62
Suk-Young Yun,Manchester City,Queens Park Rangers,2015-05-10,Queens Park Rangers,Substitution_Off,86
Leroy Fer,Manchester City,Queens Park Rangers,2015-05-10,Queens Park Rangers,Substitution_Off,78
Bobby Zamora,Manchester City,Queens Park Rangers,2015-05-10,Queens Park Rangers,Substitution_Off,53
Shaun Wright-Phillips,Manchester City,Queens Park Rangers,2015-05-10,Queens Park Rangers,Substitution_On,86
Niko Kranjcar,Manchester City,Queens Park Rangers,2015-05-10,Queens Park Rangers,Substitution_On,78
Junior Hoilett,Manchester City,Queens Park Rangers,2015-05-10,Queens Park Rangers,Substitution_On,53
Branislav Ivanovic,Chelsea,Liverpool,2015-05-10,Chelsea,Yellow_Card,43
Kurt Zouma,Chelsea,Liverpool,2015-05-10,Chelsea,Substitution_Off,35
John Terry,Chelsea,Liverpool,2015-05-10,Chelsea,Goal,5
Filipe Luis,Chelsea,Liverpool,2015-05-10,Chelsea,Yellow_Card,82
Ruben Loftus-Cheek,Chelsea,Liverpool,2015-05-10,Chelsea,Substitution_Off,60
John Mikel Obi,Chelsea,Liverpool,2015-05-10,Chelsea,Yellow_Card,58
Cesc Fàbregas,Chelsea,Liverpool,2015-05-10,Chelsea,Yellow_Card,2
Loïc Remy,Chelsea,Liverpool,2015-05-10,Chelsea,Substitution_Off,84
Nemanja Matic,Chelsea,Liverpool,2015-05-10,Chelsea,Substitution_On,60
Juan Cuadrado,Chelsea,Liverpool,2015-05-10,Chelsea,Substitution_On,84
Gary Cahill,Chelsea,Liverpool,2015-05-10,Chelsea,Substitution_On,35
Martin Skrtel,Chelsea,Liverpool,2015-05-10,Liverpool,Yellow_Card,26
Steven Gerrard,Chelsea,Liverpool,2015-05-10,Liverpool,Goal,44
Steven Gerrard,Chelsea,Liverpool,2015-05-10,Liverpool,Substitution_Off,79
Rickie Lambert,Chelsea,Liverpool,2015-05-10,Liverpool,Substitution_Off,68
Rickie Lambert,Chelsea,Liverpool,2015-05-10,Liverpool,Yellow_Card,29
Adam Lallana,Chelsea,Liverpool,2015-05-10,Liverpool,Substitution_Off,71
Adam Lallana,Chelsea,Liverpool,2015-05-10,Liverpool,Yellow_Card,20
Lucas Leiva,Chelsea,Liverpool,2015-05-10,Liverpool,Substitution_On,79
Jordon Ibe,Chelsea,Liverpool,2015-05-10,Liverpool,Substitution_On,71
Jerome Sinclair,Chelsea,Liverpool,2015-05-10,Liverpool,Substitution_On,68
Seamus Coleman,Everton,Sunderland,2015-05-09,Everton,Yellow_Card,73
Leighton Baines,Everton,Sunderland,2015-05-09,Everton,Substitution_Off,74
Gareth Barry,Everton,Sunderland,2015-05-09,Everton,Substitution_Off,62
Aaron Lennon,Everton,Sunderland,2015-05-09,Everton,Substitution_Off,86
Aiden McGeady,Everton,Sunderland,2015-05-09,Everton,Substitution_On,86
Kevin Mirallas,Everton,Sunderland,2015-05-09,Everton,Substitution_On,62
Luke Garbutt,Everton,Sunderland,2015-05-09,Everton,Yellow_Card,88
Luke Garbutt,Everton,Sunderland,2015-05-09,Everton,Substitution_On,74
Wes Brown,Everton,Sunderland,2015-05-09,Sunderland,Yellow_Card,42
Sebastian Larsson,Everton,Sunderland,2015-05-09,Sunderland,Substitution_Off,84
Jordi Gomez,Everton,Sunderland,2015-05-09,Sunderland,Yellow_Card,65
Jermain Defoe,Everton,Sunderland,2015-05-09,Sunderland,Goal,85
Jermain Defoe,Everton,Sunderland,2015-05-09,Sunderland,Yellow_Card,66
Danny Graham,Everton,Sunderland,2015-05-09,Sunderland,Goal,53
Danny Graham,Everton,Sunderland,2015-05-09,Sunderland,Substitution_Off,74
Connor Wickham,Everton,Sunderland,2015-05-09,Sunderland,Substitution_Off,84
Liam Bridcutt,Everton,Sunderland,2015-05-09,Sunderland,Substitution_On,84
Steven Fletcher,Everton,Sunderland,2015-05-09,Sunderland,Substitution_On,84
Adam Johnson,Everton,Sunderland,2015-05-09,Sunderland,Substitution_On,74
Leandro Bacuna,Aston Villa,West Ham United,2015-05-09,Aston Villa,Substitution_Off,77
Tom Cleverley,Aston Villa,West Ham United,2015-05-09,Aston Villa,Goal,31
Charles N'Zogbia,Aston Villa,West Ham United,2015-05-09,Aston Villa,Substitution_Off,71
Charles N'Zogbia,Aston Villa,West Ham United,2015-05-09,Aston Villa,Yellow_Card,45
Jack Grealish,Aston Villa,West Ham United,2015-05-09,Aston Villa,Substitution_Off,90
Gabriel Agbonlahor,Aston Villa,West Ham United,2015-05-09,Aston Villa,Substitution_On,71
Alan Hutton,Aston Villa,West Ham United,2015-05-09,Aston Villa,Substitution_On,77
Carlos Sánchez,Aston Villa,West Ham United,2015-05-09,Aston Villa,Substitution_On,90
Mark Noble,Aston Villa,West Ham United,2015-05-09,West Ham United,Substitution_Off,78
Kevin Nolan,Aston Villa,West Ham United,2015-05-09,West Ham United,Substitution_Off,45
Morgan Amalfitano,Aston Villa,West Ham United,2015-05-09,West Ham United,Substitution_Off,45
Nene,Aston Villa,West Ham United,2015-05-09,West Ham United,Substitution_On,45
Carlton Cole,Aston Villa,West Ham United,2015-05-09,West Ham United,Substitution_On,78
Alex Song,Aston Villa,West Ham United,2015-05-09,West Ham United,Yellow_Card,72
Alex Song,Aston Villa,West Ham United,2015-05-09,West Ham United,Substitution_On,45
Paul McShane,Hull City,Burnley,2015-05-09,Hull City,Substitution_Off,57
Jake Livermore,Hull City,Burnley,2015-05-09,Hull City,Substitution_Off,57
Sone Aluko,Hull City,Burnley,2015-05-09,Hull City,Substitution_Off,66
David Meyler,Hull City,Burnley,2015-05-09,Hull City,Substitution_On,57
Abel Hernandez,Hull City,Burnley,2015-05-09,Hull City,Substitution_On,66
Nikica Jelavic,Hull City,Burnley,2015-05-09,Hull City,Yellow_Card,67
Nikica Jelavic,Hull City,Burnley,2015-05-09,Hull City,Substitution_On,57
Matthew Taylor,Hull City,Burnley,2015-05-09,Burnley,Substitution_Off,76
Danny Ings,Hull City,Burnley,2015-05-09,Burnley,Goal,62
Danny Ings,Hull City,Burnley,2015-05-09,Burnley,Substitution_Off,88
Danny Ings,Hull City,Burnley,2015-05-09,Burnley,Yellow_Card,79
Stephen Ward,Hull City,Burnley,2015-05-09,Burnley,Substitution_On,76
Michael Keane,Hull City,Burnley,2015-05-09,Burnley,Substitution_On,88
Marcin Wasilewski,Leicester City,Southampton,2015-05-09,Leicester City,Yellow_Card,81
Matthew James,Leicester City,Southampton,2015-05-09,Leicester City,Substitution_Off,13
Riyad Mahrez,Leicester City,Southampton,2015-05-09,Leicester City,Goal,7
Riyad Mahrez,Leicester City,Southampton,2015-05-09,Leicester City,Goal,19
Leonardo Ulloa,Leicester City,Southampton,2015-05-09,Leicester City,Substitution_Off,78
Jamie Vardy,Leicester City,Southampton,2015-05-09,Leicester City,Substitution_Off,70
Danny Drinkwater,Leicester City,Southampton,2015-05-09,Leicester City,Substitution_On,13
Dean Hammond,Leicester City,Southampton,2015-05-09,Leicester City,Substitution_On,78
David Nugent,Leicester City,Southampton,2015-05-09,Leicester City,Substitution_On,70
Steven Davis,Leicester City,Southampton,2015-05-09,Southampton,Substitution_Off,66
Eljero Elia,Leicester City,Southampton,2015-05-09,Southampton,Substitution_Off,66
Shane Long,Leicester City,Southampton,2015-05-09,Southampton,Substitution_On,66
Filip Djuricic,Leicester City,Southampton,2015-05-09,Southampton,Substitution_On,66
Vurnon Anita,Newcastle United,West Bromwich Albion,2015-05-09,Newcastle United,Substitution_Off,90
Jonás Gutiérrez,Newcastle United,West Bromwich Albion,2015-05-09,Newcastle United,Yellow_Card,31
Ryan Taylor,Newcastle United,West Bromwich Albion,2015-05-09,Newcastle United,Yellow_Card,79
Ayoze Pérez,Newcastle United,West Bromwich Albion,2015-05-09,Newcastle United,Goal,41
Ayoze Pérez,Newcastle United,West Bromwich Albion,2015-05-09,Newcastle United,Substitution_Off,85
Emmanuel Riviere,Newcastle United,West Bromwich Albion,2015-05-09,Newcastle United,Substitution_Off,69
Papiss Cisse,Newcastle United,West Bromwich Albion,2015-05-09,Newcastle United,Substitution_On,69
Sammy Ameobi,Newcastle United,West Bromwich Albion,2015-05-09,Newcastle United,Substitution_On,85
Mehdi Abeid,Newcastle United,West Bromwich Albion,2015-05-09,Newcastle United,Substitution_On,90
Craig Dawson,Newcastle United,West Bromwich Albion,2015-05-09,West Bromwich Albion,Yellow_Card,52
Craig Gardner,Newcastle United,West Bromwich Albion,2015-05-09,West Bromwich Albion,Substitution_Off,69
Claudio Yacob,Newcastle United,West Bromwich Albion,2015-05-09,West Bromwich Albion,Yellow_Card,86
Youssouf Mulumbu,Newcastle United,West Bromwich Albion,2015-05-09,West Bromwich Albion,Substitution_Off,55
Victor Anichebe,Newcastle United,West Bromwich Albion,2015-05-09,West Bromwich Albion,Goal,32
Victor Anichebe,Newcastle United,West Bromwich Albion,2015-05-09,West Bromwich Albion,Substitution_Off,78
James Morrison,Newcastle United,West Bromwich Albion,2015-05-09,West Bromwich Albion,Yellow_Card,82
James Morrison,Newcastle United,West Bromwich Albion,2015-05-09,West Bromwich Albion,Substitution_On,55
Saido Berahino,Newcastle United,West Bromwich Albion,2015-05-09,West Bromwich Albion,Substitution_On,69
Callum McManaman,Newcastle United,West Bromwich Albion,2015-05-09,West Bromwich Albion,Substitution_On,78
Steven N'Zonzi,Stoke City,Tottenham Hotspur,2015-05-09,Stoke City,Goal,32
Glenn Whelan,Stoke City,Tottenham Hotspur,2015-05-09,Stoke City,Substitution_Off,88
Jon Walters,Stoke City,Tottenham Hotspur,2015-05-09,Stoke City,Substitution_Off,84
Charlie Adam,Stoke City,Tottenham Hotspur,2015-05-09,Stoke City,Goal,21
Charlie Adam,Stoke City,Tottenham Hotspur,2015-05-09,Stoke City,Substitution_Off,73
Mame Biram Diouf,Stoke City,Tottenham Hotspur,2015-05-09,Stoke City,Goal,86
Stephen Ireland,Stoke City,Tottenham Hotspur,2015-05-09,Stoke City,Substitution_On,73
Peter Odemwingie,Stoke City,Tottenham Hotspur,2015-05-09,Stoke City,Substitution_On,84
Steve Sidwell,Stoke City,Tottenham Hotspur,2015-05-09,Stoke City,Substitution_On,88
Vlad Chiriches,Stoke City,Tottenham Hotspur,2015-05-09,Tottenham Hotspur,Yellow_Card,16
Vlad Chiriches,Stoke City,Tottenham Hotspur,2015-05-09,Tottenham Hotspur,Red_Card,51
Erik Lamela,Stoke City,Tottenham Hotspur,2015-05-09,Tottenham Hotspur,Substitution_Off,76
Nacer Chadli,Stoke City,Tottenham Hotspur,2015-05-09,Tottenham Hotspur,Substitution_Off,61
Roberto Soldado,Stoke City,Tottenham Hotspur,2015-05-09,Tottenham Hotspur,Substitution_On,61
Mousa Dembélé,Stoke City,Tottenham Hotspur,2015-05-09,Tottenham Hotspur,Substitution_On,76
Mile Jedinak,Crystal Palace,Manchester United,2015-05-09,Crystal Palace,Substitution_Off,84
Joe Ledley,Crystal Palace,Manchester United,2015-05-09,Crystal Palace,Substitution_Off,45
Wilfried Zaha,Crystal Palace,Manchester United,2015-05-09,Crystal Palace,Substitution_Off,85
Chung-Yong Lee,Crystal Palace,Manchester United,2015-05-09,Crystal Palace,Substitution_On,84
Marouane Chamakh,Crystal Palace,Manchester United,2015-05-09,Crystal Palace,Substitution_On,85
Jason Puncheon,Crystal Palace,Manchester United,2015-05-09,Crystal Palace,Goal,57
Jason Puncheon,Crystal Palace,Manchester United,2015-05-09,Crystal Palace,Substitution_On,45
Chris Smalling,Crystal Palace,Manchester United,2015-05-09,Manchester United,Substitution_Off,84
Luke Shaw,Crystal Palace,Manchester United,2015-05-09,Manchester United,Substitution_Off,40
Juan Mata,Crystal Palace,Manchester United,2015-05-09,Manchester United,Goal,19
Ander Herrera,Crystal Palace,Manchester United,2015-05-09,Manchester United,Yellow_Card,55
Marouane Fellaini,Crystal Palace,Manchester United,2015-05-09,Manchester United,Goal,78
Wayne Rooney,Crystal Palace,Manchester United,2015-05-09,Manchester United,Substitution_Off,45
Jonny Evans,Crystal Palace,Manchester United,2015-05-09,Manchester United,Substitution_On,40
Falcao,Crystal Palace,Manchester United,2015-05-09,Manchester United,Substitution_On,45
Paddy McNair,Crystal Palace,Manchester United,2015-05-09,Manchester United,Substitution_On,84
Jake Livermore,Hull City,Arsenal,2015-05-04,Hull City,Substitution_Off,45
Jake Livermore,Hull City,Arsenal,2015-05-04,Hull City,Yellow_Card,23
Stephen Quinn,Hull City,Arsenal,2015-05-04,Hull City,Goal,56
Stephen Quinn,Hull City,Arsenal,2015-05-04,Hull City,Substitution_Off,81
Dame N'Doye,Hull City,Arsenal,2015-05-04,Hull City,Yellow_Card,30
Sone Aluko,Hull City,Arsenal,2015-05-04,Hull City,Substitution_Off,65
David Meyler,Hull City,Arsenal,2015-05-04,Hull City,Substitution_On,45
Nikica Jelavic,Hull City,Arsenal,2015-05-04,Hull City,Substitution_On,81
Andrew Robertson,Hull City,Arsenal,2015-05-04,Hull City,Substitution_On,65
Aaron Ramsey,Hull City,Arsenal,2015-05-04,Arsenal,Goal,33
Aaron Ramsey,Hull City,Arsenal,2015-05-04,Arsenal,Substitution_Off,68
Alexis Sánchez,Hull City,Arsenal,2015-05-04,Arsenal,Goal,28
Alexis Sánchez,Hull City,Arsenal,2015-05-04,Arsenal,Goal,45
Olivier Giroud,Hull City,Arsenal,2015-05-04,Arsenal,Substitution_Off,86
Jack Wilshere,Hull City,Arsenal,2015-05-04,Arsenal,Substitution_On,68
Theo Walcott,Hull City,Arsenal,2015-05-04,Arsenal,Substitution_On,86
Branislav Ivanovic,Chelsea,Crystal Palace,2015-05-03,Chelsea,Yellow_Card,27
John Terry,Chelsea,Crystal Palace,2015-05-03,Chelsea,Yellow_Card,38
Juan Cuadrado,Chelsea,Crystal Palace,2015-05-03,Chelsea,Substitution_Off,45
Willian,Chelsea,Crystal Palace,2015-05-03,Chelsea,Substitution_Off,85
Eden Hazard,Chelsea,Crystal Palace,2015-05-03,Chelsea,Goal,45
Eden Hazard,Chelsea,Crystal Palace,2015-05-03,Chelsea,Substitution_Off,90
Eden Hazard,Chelsea,Crystal Palace,2015-05-03,Chelsea,Missed_Penalty,45
Filipe Luis,Chelsea,Crystal Palace,2015-05-03,Chelsea,Substitution_On,90
Kurt Zouma,Chelsea,Crystal Palace,2015-05-03,Chelsea,Substitution_On,85
John Mikel Obi,Chelsea,Crystal Palace,2015-05-03,Chelsea,Substitution_On,45
Adrian Mariappa,Chelsea,Crystal Palace,2015-05-03,Crystal Palace,Substitution_Off,60
Adrian Mariappa,Chelsea,Crystal Palace,2015-05-03,Crystal Palace,Yellow_Card,45
Scott Dann,Chelsea,Crystal Palace,2015-05-03,Crystal Palace,Yellow_Card,23
Jason Puncheon,Chelsea,Crystal Palace,2015-05-03,Crystal Palace,Substitution_Off,71
Jordon Mutch,Chelsea,Crystal Palace,2015-05-03,Crystal Palace,Substitution_Off,61
Yaya Sanogo,Chelsea,Crystal Palace,2015-05-03,Crystal Palace,Substitution_On,71
